Common Name,Alternative Names,Right Ascension,Declination,Magnitude (Visual),"Proper Motion (Speed, mas/yr)","Proper Motion (Angle, Degrees)",URL,Proper Motion RA (mas/yr),Proper Motion DEC (mas/yr)
Diwo,"Dìwö, CD−27 10695, TOI-1050, TIC 66818296, WASP-17, TYC 6787-1927-1, 2MASS J15595095-2803422, 1SWASP J155950.94−280342.3",15.59.509492,-28.0342313,11.500,12.535768743878453,221.23537107105244,https://en.wikipedia.org/wiki/WASP-17,-8.263,-9.427
Poerava,"Poerava, CD−58°8579, HD 221287, HIP 116084, SAO 247912, TYC 8838-463-1, 2MASS J23312032-5812350",23.31.2033819,-58.12350324,7.82,181.23742386438846,181.67481396702146,https://en.wikipedia.org/wiki/HD_221287,181.16,-5.297
Xuange,"Xuange, λ Boo, 19 Boötis, BD+46°1949, FK5 527, GC 19273, GJ 3837, HD 125162, HIP 69732, HR 5351, SAO 44965",14.16.2301880,46.05179005,+4.18,245.7426120964779,40.33247094318817,https://en.wikipedia.org/wiki/Lambda_Bo%C3%B6tis,-187.33,159.05
Gloas,"Gloas, BD+34 1976, TOI-1767, TIC 8767448, WASP-13, TYC 2496-1114-1, 2MASS J09202471+3352567, 1SWASP J092024.70+335256.6",09.20.247145,33.5256696,10.42,20.200515067690723,186.4664206060653,https://en.wikipedia.org/wiki/WASP-13,-2.275,-20.072
Ainalrami,"Ainalrami, ν1 Sgr, 32 Sgr, BD−22°4907, HD 174974, HIP 92761, HR 7116, SAO 187426, WDS J18542-2245",18.54.1017695,-22.44414247,+4.86,8.890133688533599,241.14007648144002,https://en.wikipedia.org/wiki/Nu1_Sagittarii,4.291,-7.786
Alkarab,"Alkarab, υ Peg, 68 Pegasi, BD+22°4833, FK5 881, GC 32585, HD 220657, HIP 115623, HR 8905, SAO 91253",23.25.2278350,23.24147606,4.40,195.55472507715072,79.35604702399382,https://en.wikipedia.org/wiki/Upsilon_Pegasi,192.19,36.12
Dingolay,"AG−02°638, BD−01°2476, Gaia DR2 3791263156547622784, GC 15229, HD 96063, HIP 54158, SAO 137979, PPM 178377, TYC 4924-460-1, GSC 04924-00460, 2MASS J11044445-0230475",11.04.4445485,-2.30475901,8.254,33.08559475058595,212.75728495988,https://en.wikipedia.org/wiki/HD_96063,27.824,-17.902
Marsic,"Marsic, κ Her, 7 Herculis, CCDM J16081+1703, NSV 7471, AAVSO 1603+17, WDS 16081+1703",16.08.0495406,17.03156853,6.25,31.796326658908256,217.74712712855717,https://en.wikipedia.org/wiki/Kappa_Herculis,-19.465,-25.142
Cervantes,"Cervantes, μ Arae, CD−51°11094, FK5 662, GC 24024, GJ 691, HD 160691, HIP 86796, HR 6585, SAO 244981, PPM 346258, LTT 7053",17.44.0870314,-51.50025916,3.68±0.25,191.49207021963076,184.50291288899282,https://en.wikipedia.org/wiki/Mu_Arae,-15.034,-190.901
Marfik,"λ Oph, 10 Oph, NSV 7784, BD+02°3118, HD 148857, HIP 80883, HR 6149, SAO 121658, ADS 10087, WDS 16309+0159",16.30.5482314,1.59021209,3.82(4.18 (A) + 5.22 (B) + 11.0 (C)),79.68849854276337,202.87759853459127,https://en.wikipedia.org/wiki/Lambda_Ophiuchi,-30.98,-73.42
Anadolu,"Anadolu, Gaia EDR3 2666015878575546496, 2MASS J23135873+0845405",23.13.587576,8.45405713,12.0,44.87026035137305,188.90013530704263,https://en.wikipedia.org/wiki/WASP-52,-6.942,-44.33
Mazaalai,"Mazalaai, Gaia DR3 770622651659107712, TYC 3013-1229-1, GSC 03013-01229, 2MASS J11250598+4101406",11.25.059859,41.0140665,11.46,13.57113455095041,85.17289815279673,https://en.wikipedia.org/wiki/HAT-P-21,-1.142,13.523
Copernicus,"Copernicus, Rho1 Cancri, 55 Cnc, BD+28°1660, GJ 324, HD 75732, HIP 43587, HR 3522, SAO 80585",08.52.408627,28.1958821,13.15,539.7518975529405,243.0593425457019,https://en.wikipedia.org/wiki/55_Cancri,-481.176,-244.544
Liesma,"Liesma, BD+54°1609, HD 118203, HIP 66192, SAO 28802, TOI-1271, TIC 286923464, TYC 3850-458-1",13.34.025394,53.4342698,8.06,116.59059715517373,227.41960701430529,https://en.wikipedia.org/wiki/HD_118203,-85.849,-78.888
Intercrus,"Intercrus, 41 Lyn, BD+46 1509, GC 13051, HD 81688, HIP 46471, HR 3743, SAO 42876, CCDM J09287+4536A",09.28.3998867,45.36053311,5.39,129.51739257721334,183.17968288722076,https://en.wikipedia.org/wiki/41_Lyncis,-7.184,-129.318
Samaya,"Samaya, CD−32° 16667, HD 205739, HIP 106824, SAO 213152, PPM 301636",21.38.0840401,-31.44149385,8.56,85.16028701806964,255.14490249101675,https://en.wikipedia.org/wiki/HD_205739,21.833,-82.314
Zibal,"Zibal, ζ Eri, 13 Eri, FK5 1091, HD 20320, HIP 15197, HR 984, SAO 130387, BD−09° 624, WDS J03158-0849A",03.15.5002656,-8.4911022,4.80,46.10132861426013,89.5650078624994,https://en.wikipedia.org/wiki/Zeta_Eridani,-0.35,46.1
Nenque,"Nenque, CD–40°239, GJ 9037, HD 6434, HIP 5054, SAO 192911, LFT 102, LHS 1188, LPM 57, LTT 610, GCRV 51158, 2MASS J01044015-3929173",01.04.4015027,-39.29175842,7.71±0.12,554.6514220706551,197.85193987580354,https://en.wikipedia.org/wiki/HD_6434,-170.033,-527.946
Phoenicia,"Phoenicia, V1703 Aquilae, BD−01° 3925, HD 192263, HIP 99711, HR 7288, SAO 144192, LTT 8003, NLTT 48902",20.13.598456,-0.520077,7.79,268.2566004052836,76.47655282561804,https://en.wikipedia.org/wiki/HD_192263,-62.73,260.819
Yildun,"Yildun, Vildiur, Gildun, δ UMi, 23 Ursae Minoris, BD+86°269, FK5 913, GC 24236, HD 166205, HIP 85822, HR 6789, SAO 2937",17.32.1299671,86.35112584,4.36,54.919848870877274,10.671565803438456,https://en.wikipedia.org/wiki/Delta_Ursae_Minoris,10.17,53.97
Polaris Australis,"Polaris Australis, σ Oct, CPD−89°47, FK5 923, HD 177482, HIP 104382, HR 7228, SAO 258857",21.08.4686357,-88.57233983,5.47,26.743002262274146,79.8321672079269,https://en.wikipedia.org/wiki/Sigma_Octantis,26.323,4.721
Menkib,"46 Per, HR 1228, HD 24912, FK5 148, SAO 56856, HIP 18614, BD+35°775",03.58.5790229,35.47277132,4.04,4.016466108409232,64.32812915110999,https://en.wikipedia.org/wiki/Xi_Persei,3.62,1.74
Citala,"Citalá, BD−05°1910, HD 52265, HIP 33719, HR 2622, SAO 134031",07.00.18036,-5.220178,6.29,141.6931891729451,34.68523070512929,https://en.wikipedia.org/wiki/HD_52265,-116.513,80.633
Alchiba,"Alchiba, Al Minliar al Ghurab, Al Chiba, 1 Crv, CD−24°10174, GCTP 2796.00, GJ 455.3, GJ 9389, HD 105452, HIP 59199, HR 4623, SAO 180505",12.08.2481727,-24.43439521,4.03,104.91036700441,202.4264468922045,https://en.wikipedia.org/wiki/Alpha_Corvi,96.976,-40.023
Axolotl,"Axólotl, CD−23°18108, HD 224693, HIP 118319, SAO 192301",23.59.5383172,-22.25412163,8.23,149.46027198222276,79.64499021501801,https://en.wikipedia.org/wiki/HD_224693,147.026,26.865
Castula,"Castula, υ2 Cas, 28 Cassiopeiae, BD+58°138, HD 5395, HIP 4422, HR 265, SAO 21855",00.56.3990413,59.10518006,+4.62,102.5268914285418,243.91654903440843,https://en.wikipedia.org/wiki/Upsilon2_Cassiopeiae,-92.085,-45.079
Syrma,"Syrma, 99 Vir, BD−05°3843, FK5 525, GJ 9473, HD 124850, HIP 69701, HR 5338, SAO 139824",14.16.00868,-6.000197,4.08,415.718266608529,183.6694420776028,https://en.wikipedia.org/wiki/Iota_Virginis,-26.606,-414.866
Kamuy,"BD+27°2595, HD 145457, HIP 79219, SAO 84223",16.10.0391440,26.44338932,6.57,41.1732200829617,63.52705413936337,https://en.wikipedia.org/wiki/HD_145457,-18.354,36.856
Itonda,"Itonda, CD−38° 14804, HD 208487, HIP 108375, SAO 213432, PPM 302029",21.57.1984754,-37.4549048,7.47,155.9836080746948,229.63090146493676,https://en.wikipedia.org/wiki/HD_208487,101.032,-118.842
Nervia,"Nervia, BD+41° 1544, HD 49674, HIP 32916, SAO 41390, PPM 49392, TYC 2946-426-1, GSC 02946-00426",06.51.3051621,40.52039241,8.10,127.493904638614,254.2149784786918,https://en.wikipedia.org/wiki/HD_49674,34.682,-122.686
Kaveh,"Kaveh, BD+04°3911, GJ 736, HD 175541, HIP 92895, SAO 124054",18.55.4088415,4.15551651,8.02,90.67151445189387,184.32760733154322,https://en.wikipedia.org/wiki/HD_175541,-6.842,-90.413
Wurren,"Wurren, HR 338, CD–55° 267, CPD–55° 241, HD 6882, SAO 232306, HIP 5348.",01.08.2308,-55.14447,3.9 to 4.4,37.07244933909816,34.26017729563891,https://en.wikipedia.org/wiki/Zeta_Phoenicis,20.87,30.64
Parumleo,"Parumleo, Gaia DR2 2546413408888429696, TYC 2-1155-1, 2MASS J00155080+0112016",00.15.5080778,1.12015868,11.26,16.696997843923917,6.52019138699817,https://en.wikipedia.org/wiki/WASP-32,1.896,16.589
Jishui,"Jishui, ο Gem, 71 Geminorum, BD+34°1649, FK5 2592, HD 61110, HIP 37265, HR 2930, SAO 60247",07.39.0993466,34.35035028,4.90,111.78031154456495,199.8603568151952,https://en.wikipedia.org/wiki/Omicron_Geminorum,-37.975,-105.132
Merga,"Merga, Marrha, El Mara el Musalsela, Falx Italica, h Boötis, 38 Boo, BD+46°1993, FK5 1383, GC 19959, HD 130945, HIP 72487, HR 5533, SAO 45226",14.49.1867062,46.06583369,5.76,78.33520629321147,184.68923399582522,https://en.wikipedia.org/wiki/38_Bo%C3%B6tis,-6.404,-78.073
Beid,"Beid, ο1 Eri, 38 Eri, BD−07°764, FK5 154, HD 26574, HIP 19587, HR 1298, SAO 131019",04.11.5193956,-6.50152864,4.04,82.62362858165937,7.48283077298322,https://en.wikipedia.org/wiki/Omicron1_Eridani,10.76,81.92
Dofida,"Dofida, CD−46° 8708, GC 18290, HD 117618, HIP 66047, SAO 224228",13.32.2555543,-47.16169091,7.17,127.45986427107162,258.7482519201814,https://en.wikipedia.org/wiki/HD_117618,24.87,-125.01
Lich,"Lich, PSR 1257+12, PSR J1300+1240, PSR 1300+1240",13.00.01,12.4057,,96.74497661377566,241.31297017906672,https://en.wikipedia.org/wiki/PSR_B1257%2B12,46.44,-84.87
Musica,"Musica, 18 Del, BD+10°4425, GC 29266, HD 199665, HIP 103527, HR 8030, SAO 106712, WDS J20584+1050A",20.58.2593353,10.50214309,5.506,60.687538440770524,235.34497214959083,https://en.wikipedia.org/wiki/18_Delphini,-49.921,-34.509
Muliphein,"Muliphein, Muliphen, 23 Canis Majoris, BD−15°1625, FK5 271, HD 53244, HR 2657, HIP 34045, SAO 152303",07.03.4549305,-15.375983,+4.10,11.360862643303104,180.70607421414886,https://en.wikipedia.org/wiki/Gamma_Canis_Majoris,-0.14,-11.36
Bosona,"BD−08°5719, Gaia DR2 2667434008056899712, HD 206610, HIP 107251, SAO 145619, TIC 333314269, TYC 5221-00210-1, 2MASS J21432490-0724296, WISE J214324.89-072429.7",21.43.24900,-7.242971,8.34,2.8181229568633093,50.8035754958481,https://en.wikipedia.org/wiki/HD_206610,2.184,1.781
Gudja,"Gudja, κ Ser, 35 Ser, NSV 7269, BD+18 3074, FK5 584, HD 141477, HIP 77450, HR 5879, SAO 101752",15.48.4437720,18.08296337,4.09,102.78333138208743,210.65573001005288,https://en.wikipedia.org/wiki/Kappa_Serpentis,-52.407,-88.419
Ayeyarwady,"BD−21° 533, CPD−21° 295, Gaia DR1 5079636964618154112, Gaia DR2 5079636934554540160, HD 18742, HIP 13993, SAO 168212, PPM 245676, TIC 71345433, TYC 5870-602-1, GSC 05870-00602, 2MASS J03001065-2048091",03.00.1065643,-20.48093773,7.81,29.964451555134463,220.84955212676533,https://en.wikipedia.org/wiki/HD_18742,-19.599,-22.666
Chalawan,"Chalawan, BD+41°2147, FK5 1282, GC 15087, GCTP 2556.00, Gliese 407, HD 95128, HIP 53721, HR 4277, LTT 12934, SAO 43557",10.59.279728,40.2548921,+5.03,321.6189591737403,9.879084922508127,https://en.wikipedia.org/wiki/47_Ursae_Majoris,-316.85,55.18
Chaophraya,"Chaophraya, TOI-391, TIC 382391899, WASP-50, TYC 5290-462-1, GSC 05290-00462, 2MASS J02544513-1053530",02.54.451342,-10.5353025,11.44,9.533428449408953,20.784655946314405,https://en.wikipedia.org/wiki/WASP-50,3.383,8.913
Aladfar,"Eta Lyr or η Lyr, 20 Lyr, BD+38°3490, HD 180163, HIP 94481, HR 7298, SAO 68010, WDS 19138+3909",19.13.4548832,39.08454801,4.43,1.395564401953561,205.46334506187162,https://en.wikipedia.org/wiki/Eta_Lyrae,-0.6,-1.26
Felis,"Felis, 183 G. Hydrae, BD−18° 2810, FK5 373, GC 13644, HIP 48615, HR 3923, SAO 155588",09.54.522045,-19.003362,4.94,60.79948134647203,228.28694867688114,https://en.wikipedia.org/wiki/HD_85951,-45.386,-40.456
Kang,"Kang, 98 Virginis, κ Vir, BD−09°3878, FK5 523, HD 124294, HIP 69427, HR 5315, SAO 158427",14.12.5374538,-10.1625334,4.180,140.06775824578617,2.966993373526743,https://en.wikipedia.org/wiki/Kappa_Virginis,7.25,139.88
Timir,"BD−13°4437, HIP 80687, PPM 231736, SAO 159932",16.28.28151,-13.235869,4.682,37.53703464580014,4.659065490001893,https://en.wikipedia.org/wiki/HD_148427,-37.413,3.049
Uruk,"Uruk, BD+16° 3883, HD 231701, HIP 96078, SAO 104946",19.32.0416092,16.28274431,8.97,65.31963233209446,76.26585240818905,https://en.wikipedia.org/wiki/HD_231701,63.452,15.508
Minchir,"σ Hya, 5 Hydrae, BD+03°2026, FK5 1224, HD 73471, HIP 42402, HR 3418, SAO 116988",08.38.4543747,3.20291701,4.48,25.157837744925537,230.74264133838216,https://en.wikipedia.org/wiki/Sigma_Hydrae,-19.48,-15.92
Marohu,"Márohu, TOI-231, TIC 204376737, WASP-6, TYC 6972-75-1, 2MASS J23123773-2240261, DENIS J231237.7-224025, UCAC2 22823425",23.12.3773683,-22.40262738,10.325 ±0.025,43.827116549004224,212.06039747166236,https://en.wikipedia.org/wiki/WASP-6,-23.264,-37.143
Hunor,"HAT-P-2, BD+41°2693, HD 147506, HIP 80076, SAO 46035",16.20.363576,41.0253107,+8.71,30.75508629479033,199.12836304839712,https://en.wikipedia.org/wiki/HD_147506,-10.078,-29.057
Tangra,"Tangra, GSC 01715-00679, 2MASS J23095825+1823459, Gaia DR2 2831084391023184128",23.09.5825,18.23459,11.58 ± 0.08,25.79957553914405,43.00525892433788,https://en.wikipedia.org/wiki/WASP-21,17.597,18.867
Asterope,"Asterope, Sterope I, 21 Tau, BD+24°553, GC 4502, HD 23432, HIP 17579, HR 1151, SAO 76159",03.45.5447676,24.33162418,5.76,50.122961065763064,246.45198158142787,https://en.wikipedia.org/wiki/21_Tauri,20.025,-45.949
Monch,"Mönch, BD+00 3243, HD 130322, HIP 72339, LTT 5873, NLTT 38386",14.47.327262,-0.1653308,8.04,191.5539795775593,222.93316783329834,https://en.wikipedia.org/wiki/HD_130322,-130.476,-140.246
Tapecue,"Tapecue, CD−53°2007, HD 63765, HIP 38041, SAO 235521, PPM 336398, LTT 2952, NLTT 18486",07.47.49720,-54.155092,6.316±0.021,315.901119645056,241.93395712281097,https://en.wikipedia.org/wiki/HD_63765,148.628,-278.753
Koit,"Koit, TOI-1721, TIC 51234631, TYC 3793-1994-1, GSC 03793-01994, 2MASS J07213317+5816051",07.21.331602,58.160511,9.406 ± 0.023,17.863830300358316,17.807111125980043,https://en.wikipedia.org/wiki/XO-4,-17.008,5.463
Irena,"BD+10°2980, Gaia DR2 4453211899986180352, HD 146389, SAO 102042, 2MASS J16155036+1001572, WASP 38",16.15.5036526,10.01572844,9.447±0.024,49.998985689711745,218.423751987491,https://en.wikipedia.org/wiki/HD_146389,-31.073,-39.171
Maasym,"λ Her, 76 Herculis, BD+26°3034, FK5 1460, HD 158899, HIP 85693, HR 6526, SAO 249461",17.30.443098,26.0638324,4.41,24.79284937234928,49.24931124356518,https://en.wikipedia.org/wiki/Lambda_Herculis,18.782,16.184
Chason,"Chasoň, TOI-2135, TIC 76419763, TYC 2634-1087-1, GSC 02634-01087, 2MASS J18173731+3637170, HAT-P-5",18.17.373127,36.371717,+11.95,13.306496195467837,63.660248670060035,https://en.wikipedia.org/wiki/HAT-P-5,11.925,5.904
Emiw,"Emiw, CD−66°60, Gaia DR2 4704957491028733824, HD 7199, HIP 5529, SAO 248334, 2MASS J01104719-6611171",01.10.4722139,-66.11173901,+8.06,165.5651571376055,228.12640418120967,https://en.wikipedia.org/wiki/HD_7199,110.513,-123.283
Naledi,"Naledi, CPD−64 484, TOI-102, TIC 149603524, WASP-62, TYC 8900-874-1, GSC 08900-00874, 2MASS J05483359-6359183",05.48.3359333,-63.59183884,9.93,30.368363834754085,59.443291888861,https://en.wikipedia.org/wiki/WASP-62,-15.439,26.151
Stribor,"Stribor, BD+33°1776, HD 75898, HIP 43674, SAO 61116",08.53.5080524,33.03245206,8.03,99.28913892767929,253.3173374601399,https://en.wikipedia.org/wiki/HD_75898,-95.11,-28.503
Morava,"Morava, Gaia DR2 2868528637464028160, TYC 2767-1746-1, 2MASS J23463997+3109213",23.46.399747,31.09213721,12.18,30.82263045231539,190.94464319788008,https://en.wikipedia.org/wiki/WASP-60,30.262,-5.852
Veritate,"Veritate, 14 And, NSV 14599, BD+38°5023, GC 32703, HD 221345, HIP 116076, HR 8930, SAO 73311, PPM 88889, 2MASS J23311742+3914102",23.31.1741325,39.14103147,5.22,298.9543246935893,196.32725294419276,https://en.wikipedia.org/wiki/14_Andromedae,286.898,-84.043
Karaka,"Karaka, NSV 7116, CPD–79°844, Gaia DR2 5778418870846853888, HD 137388, HIP 76351, 2MASS J15353994-8012164",15.35.39921,-80.121654,8.70,64.41485174243591,39.68712919597403,https://en.wikipedia.org/wiki/HD_137388,-49.57,41.135
Ancha,"Ancha, θ Aquarii, Tet Aqr, θ Aqr, 43 Aquarii, BD–08 5845, FK5 840, HD 211391, HIP 110003, HR 8499, SAO 145991",22.16.50037,-7.465984,4.175,120.93363562301433,190.44680639599193,https://en.wikipedia.org/wiki/Theta_Aquarii,118.929,-21.928
Formosa,"Formosa, BD+21°2331, HD 100655, HIP 56508, HR 4459, SAO 81886, 2MASS J11350375+2026295",11.35.0375320,20.2629563,+6.45,59.905280443379944,269.04734231318366,https://en.wikipedia.org/wiki/HD_100655,-59.897,-0.996
Arcalis,"Arcalís, BD+18°2957, HD 131496, HIP 72845, SAO 101274",14.53.23028,18.140747,7.96,55.316709464681644,217.74889255068206,https://en.wikipedia.org/wiki/HD_131496,43.739,-33.865
Ebla,"Ebla, BD−03°5577, HD 218566, HIP 114322, SAO 146533",23.09.1072701,-2.15386854,8.628,638.9585841007224,188.7512208676564,https://en.wikipedia.org/wiki/HD_218566,631.52,-97.214
Bibha,"Bibhā, BD−03 2815, HD 86081, HIP 48711, SAO 137236",09.56.0591853,-3.48303233,8.73,68.88470078326537,13.430026658123964,https://en.wikipedia.org/wiki/HD_86081,-67.001,15.999
Gakyid,"Gakyid, BD+13°1956, HD 73534, HIP 42446, SAO 98004, PPM 125542",08.39.15803,12.573735,5.962±0.026,147.7346911798309,230.59232883509802,https://en.wikipedia.org/wiki/HD_73534,-114.147,-93.787
Adhil,"Adhil, ξ Andromedae, Xi And, ξ And, 46 Andromedae, BD+44 287, FK5 1035, HD 8207, HIP 6411, HR 390, SAO 37155, PPM 43919",01.22.2042008,45.31435962,+4.90,32.94113442187442,74.10095390538977,https://en.wikipedia.org/wiki/Xi_Andromedae,31.681,9.024
Lilii Borea,"Lilii Borea, BD+28°462, HD 17361, HIP 13061, HR 824, SAO 75578.",02.47.5454142,29.14496132,4.514,196.1708015990147,220.36464784324255,https://en.wikipedia.org/wiki/39_Arietis,149.47,-127.05
Macondo,"Macondo, CD−32°7598, GJ 1137, HD 93083, HIP 52521, SAO 201693, PPM 288057, GSC 07190-02048",10.44.2091501,-33.3437288,8.30,178.10511892138305,211.3399115752381,https://en.wikipedia.org/wiki/HD_93083,-92.635,-152.119
Hunahpu,"Hunahpú, CD−23 9857, HD 98219, HIP 55174, SAO 179747",11.17.4755306,-23.58314969,+8.05,131.78521292618532,262.6930905018961,https://en.wikipedia.org/wiki/HD_98219,-130.715,-16.761
Mago,"Mago, AG+69°241, BD+69°302, GC 6245, HD 32518, HIP 24003, HR 1636, SAO 13382",05.09.36720,69.382185,6.42±0.01,87.27139786321747,225.62719086563737,https://en.wikipedia.org/wiki/HD_32518,61.031,-62.382
Citadelle,"BD+13°34, Gaia DR2 2768172019308167296, HD 1502, HIP 1547, SAO 91845, TYC 601-636-1, GSC 00601-00636, 2MASS J00191704+1403172",00.19.170663772928,14.031712136538,8.36,76.02545490820822,192.87859105382074,https://en.wikipedia.org/wiki/HD_1502,74.113,-16.945
Merope,"Merope, 23 Tau, V971 Tauri, HR 1156, BD+23°522, HD 23480, HIP 17608, SAO 76172, GC 4512, CCDM J03463+2357A",03.46.195859,23.5654092,4.18,50.138835656604556,254.88389371540634,https://en.wikipedia.org/wiki/Merope_(star),13.075,-48.404
Sharjah,"Sharjah, HIP 79431, LP 804-27, NLTT 42226",16.12.4177941,-18.52318117,6.589±0.018,217.10615936449156,260.33562876480056,https://en.wikipedia.org/wiki/HIP_79431,36.447,-214.025
Dombay,"Dombay, TOI-1419, TIC 311035838, TYC 3466-819-1, GSC 03466-00819, 2MASS J13442258+4801432, HAT-P-3",13.44.225937,48.0143206,9.448(25),30.97757075692024,219.29617396780486,https://en.wikipedia.org/wiki/HAT-P-3,-19.619,-23.973
Sagarmatha,"Sagarmatha, BD–03°3147, HD 100777, HIP 56572, SAO 138288, TYC 4933-678-1, 2MASS J11355152-0445204",11.35.5152322,-4.45205046,8.42,37.4088174231691,72.04019232015526,https://en.wikipedia.org/wiki/HD_100777,-11.535,35.586
Ceibo,"Ceibo, CD−77°298, CPD−77°324, HD 63454, HIP 37284, TYC 9385-1045-1",07.39.2185290,-78.16443078,9.36±0.02,44.458099509538194,206.09589656002964,https://en.wikipedia.org/wiki/HD_63454,-19.556,-39.926
Alsafi,"Alsafi, σ Draconis, Sig Dra, σ Dra, 61 Draconis, BD+69°1053, GJ 764, HD 185144, HIP 96100, HR 7462, LHS 477",19.32.2159021,69.39402358,4.674,1838.071233998291,251.03406741843517,https://en.wikipedia.org/wiki/Sigma_Draconis,597.384,-1738.286
Sham,"Sham, Alsahm, α Sge, 5 Sagittae, BD+17°4042, FK5 1133, GC 27215, HD 185758, HIP 96757, HR 7479, SAO 105120, PPM 136737, CCDM J19401+1801A, WDS J19401+1801A",19.40.0579185,18.00500046,+4.38,24.90908468812132,234.03181644870932,https://en.wikipedia.org/wiki/Alpha_Sagittae,14.63,-20.16
Mpingo,"Mpingo, BD+00 316, Gaia DR2 2507901914613005056, WASP-71, TYC 30-116-1, 2MASS J01570320+0045318",01.57.03204,0.453188,10.56,24.39760357084277,196.29120383182317,https://en.wikipedia.org/wiki/BD%2B00_316,23.418,-6.844
Lionrock,"BD−17°6526, HD 212771, HIP 110813, SAO 165086",22.27.03072,-17.1549164,7.6±0.01,134.9154306519458,219.54141834009516,https://en.wikipedia.org/wiki/HD_212771,-85.892,-104.042
Intan,"Intan, CD−34°1218, HD 20868, HIP 15578, PPM 278952, LTT 1589, 2MASS J03204266-3343484",03.20.4269371,-33.43483735,7.543±0.015,308.0002672352737,71.8162991128792,https://en.wikipedia.org/wiki/HD_20868,292.619,96.116
Horna,"Horna, TOI-3681, TIC 285272237, GSC 02314-00559",02.21.3198035,32.14460933,12.51±0.02,52.33378523477926,204.3695660176104,https://en.wikipedia.org/wiki/HAT-P-38,47.671,-21.594
Muspelheim,"Muspelheim, TYC 3293-1539-1, GSC 03293-01539, 2MASS J02123147+5146435",02.12.3147875,51.46435637,11.83,10.131381149675496,10.176367201128528,https://en.wikipedia.org/wiki/HAT-P-29,-9.972,1.79
Belel,"Belel, CD−23° 15307, CPD−23° 7442, HD 181342, HIP 95124, SAO 188005",19.21.0423048,-23.37104502,7.55,55.60529162768594,237.05012837884334,https://en.wikipedia.org/wiki/HD_181342,-46.661,-30.244
Natasha,"Natasha, CD–49°4727, Gaia DR2 5406324138654973824, HD 85390, HIP 48235, SAO 221526, 2MASS J09500249-4947250",09.50.024969,-49.47249576,6.491±0.023,67.21314832858226,243.6794684166246,https://en.wikipedia.org/wiki/HD_85390,29.8018,-60.245
Elkurud,"Elkurud, θ Col, CD−37°2609, FK5 2468, HD 42167, HIP 29034, HR 2177, SAO 196514",06.07.3163216,-37.15105114,5.02,0.4272001872658765,16.313852426260556,https://en.wikipedia.org/wiki/Theta_Columbae,0.12,0.41
Inquill,"Inquill, CD–48°11605, HD 156411, HIP 84787, SAO 227825, PPM 322823, NLTT 44550",17.19.5140072,-48.325756,5.170±0.021,213.80869855550776,188.99890133534393,https://en.wikipedia.org/wiki/HD_156411,-33.443,-211.177
Acubens,"Acubens, Sertan, Sartan, α Cnc, Alpha Cancri, Alpha Cnc, 65 Cancri, 65 Cnc, ADS 7115 A, BD+12 1948, CCDM J08585+1151A, FK5 337, GC 12406, HD 76756, HIP 44066, HR 3572, IDS 08530+1215 A, PPM 125972, SAO 98267",08.58.292042,11.5127649,4.20 to 4.27,52.44218112359554,216.4540689245219,https://en.wikipedia.org/wiki/Alpha_Cancri,42.181,-31.16
Rosaliadecastro,"Rosalíadecastro, BD+02°3127, HD 149143, HIP 81022, SAO 121678, PPM 162774",16.32.51051,2.050538,7.89,87.16910739476457,186.08483320966025,https://en.wikipedia.org/wiki/HD_149143,-9.24,-86.678
