Common Name,Alternative Names,Right Ascension,Declination,Magnitude (Visual),"Proper Motion (Speed, mas/yr)","Proper Motion (Angle, Degrees)",URL,Proper Motion RA (mas/yr),Proper Motion DEC (mas/yr)
Mebsuta,"Mebsuta, ε-Gem, Epsilon Geminorum, 27-Gem, 27 Geminorum, HR 2473, HD 48329, NSV 3183, HIP 32246, TYC 1897-1639-1, Gaia EDR3- 3384529341302871296",06.43.55,25.0751,2.99,12.7,202.4,https://in-the-sky.org/data/object.php?id=TYC1897-1639-1,-11.741734626876376,-4.839593779648481
Tianguan,"ζ-Tau, Zeta Tauri, 123-Tau, 123 Tauri, HR 1910, HD 37202, HIP 26451, TYC 1310-2697-1, Gaia EDR3- 3402918982515591168",05.37.38,21.0832,3.0,20.1,174.9,https://in-the-sky.org/data/object.php?id=TYC1310-2697-1,-20.02042541475647,1.786775367015473
Xamidimura,"μ¹-Sco, Mu1 Scorpii, HR 6247, HD 151890, HIP 82514, TYC 7868-1821-1",16.51.52,-38.025,3.0,24.5,205.6,https://in-the-sky.org/data/object.php?id=TYC7868-1821-1,-22.094896896925288,-10.586100845648568
Furud,"Furud, ζ-CMa, Zeta Canis Majoris, 1-CMa, 1 Canis Majoris, HR 2282, HD 44402, NSV 2927, HIP 30122, TYC 7073-2426-1, Gaia EDR3- 2896572746685604480",06.20.18,-30.0348,3.02,7.4,55.1,https://in-the-sky.org/data/object.php?id=TYC7073-2426-1,4.23387946349682,6.069123881465914
Almaaz,"ε-Aur, Epsilon Aurigae, 7-Aur, 7 Aurigae, HR 1605, HD 31964, HIP 23416, TYC 2907-1275-1, Gaia EDR3- 205499655242974464",05.01.58,43.4923,3.03,3.2,163.9,https://in-the-sky.org/data/object.php?id=TYC2907-1275-1,-3.0744932933043017,0.8874068905676089
Pherkad,"Pherkad, γ-UMi, Gamma Ursae Minoris, 13-UMi, 13 Ursae Minoris, HR 5735, HD 137422, HIP 75097, TYC 4414-2314-1",15.20.43,71.5002,3.03,25.2,315.3,https://in-the-sky.org/data/object.php?id=TYC4414-2314-1,17.912146741599415,-17.725546510824692
Seginus,"Seginus, γ-Boo, Gamma Bootis, 27-Boo, 27 Bootis, HR 5435, HD 127762, HIP 71075, TYC 3036-1151-1",14.32.04,38.1828,3.04,190.4,322.6,https://in-the-sky.org/data/object.php?id=TYC3036-1151-1,151.25654374994366,-115.64435988331373
Tania Australis,"Tania Australis, μ-UMa, Mu Ursae Majoris, 34-UMa, 34 Ursae Majoris, HR 4069, HD 89758, NSV 4829, HIP 50801, TYC 3004-1418-1",10.22.19,41.2958,3.04,88.8,293.5,https://in-the-sky.org/data/object.php?id=TYC3004-1418-1,35.40891732056187,-81.43493460539901
Altais,"Altais, δ-Dra, Delta Draconis, 57-Dra, 57 Draconis, HR 7310, HD 180711, HIP 94376, TYC 4444-2239-1, Gaia EDR3- 2255173119658513408",19.12.33,67.3943,3.06,132.2,45.7,https://in-the-sky.org/data/object.php?id=TYC4444-2239-1,92.33050073397898,94.61457939563387
Albireo,"Albireo, β¹-Cyg, Beta1 Cygni, 6-Cyg, 6 Cygni, HR 7417, HD 183912, NSV 12105, HIP 95947, TYC 2133-2964-1",19.30.43,27.5734,3.07,9.4,229.4,https://in-the-sky.org/data/object.php?id=TYC2133-2964-1,-6.117277642298996,-7.137150288947882
Dabih,"Dabih, β-Cap, Beta Capricorni, 9-Cap, 9 Capricorni, HR 7776, HD 193495, HIP 100345, TYC 5753-2281-1",20.21.00,-14.4653,3.07,45.5,80.7,https://in-the-sky.org/data/object.php?id=TYC5753-2281-1,7.352973860202929,44.90193509650973
Sarin,"Sarin, δ-Her, Delta Herculis, 65-Her, 65 Herculis, HR 6410, HD 156164, NSV 8419, HIP 84379, TYC 2065-1930-1, Gaia EDR3- 4573412435280434560",17.15.01,24.5018,3.11,158.2,187.6,https://in-the-sky.org/data/object.php?id=TYC2065-1930-1,-156.81029846779387,-20.922960938676777
Wazn,"Wazn, β-Col, Beta Columbae, HR 2040, HD 39425, HIP 27628, TYC 7069-1482-1, Gaia EDR3- 2887731882922767744",05.50.57,-35.4559,3.11,408.2,7.7,https://in-the-sky.org/data/object.php?id=TYC7069-1482-1,404.5193421235962,54.693160887746814
Talitha,"Talitha, ι-UMa, Iota Ursae Majoris, 9-UMa, 9 Ursae Majoris, HR 3569, HD 76644, NSV 4329, HIP 44127, TYC 3420-2149-1, Gaia EDR3- 1014058103758571520",08.59.11,48.0227,3.14,489.2,244.0,https://in-the-sky.org/data/object.php?id=TYC3420-2149-1,-214.45116500921682,-439.6900474495524
Haedus,"η-Aur, Eta Aurigae, 10-Aur, 10 Aurigae, HR 1641, HD 32630, NSV 1822, HIP 23767, TYC 2899-2237-1, Gaia EDR3- 201261278441958656",05.06.30,41.1403,3.17,74.5,156.5,https://in-the-sky.org/data/object.php?id=TYC2899-2237-1,-68.32097554169174,29.706805634930838
Tabit,"π³-Ori, Pi3 Orionis, 1-Ori, 1 Orionis, HR 1543, HD 30652, NSV 1731, HIP 22449, TYC 96-1462-1, Gaia EDR3- 3288921720025503360",04.49.50,6.574,3.18,464.1,88.5,https://in-the-sky.org/data/object.php?id=TYC96-1462-1,12.148721709683924,463.94096452115616
Aldhibah,"ζ-Dra, Zeta Draconis, 22-Dra, 22 Draconis, HR 6396, HD 155763, HIP 83895, TYC 4210-1048-1",17.08.47,65.4252,3.18,28.3,313.8,https://in-the-sky.org/data/object.php?id=TYC4210-1048-1,19.587651820532518,-20.425814455183648
Fuyue,"G-Sco, G Scorpii, HR 6630, HD 161892, HIP 87261, TYC 7389-2159-1",17.49.51,-37.0235,3.19,48.9,56.1,https://in-the-sky.org/data/object.php?id=TYC7389-2159-1,27.273735829106844,40.58760074116347
Errai,"Errai, γ-Cep, Gamma Cephei, 35-Cep, 35 Cephei, HR 8974, HD 222404, NSV 14656, HIP 116727, TYC 4606-3584-1",23.39.20,77.3756,3.21,135.4,339.3,https://in-the-sky.org/data/object.php?id=TYC4606-3584-1,126.65912177436405,-47.86049384771141
Acamar,"Acamar, θ¹-Eri, Theta1 Eridani, HR 897, HD 18622, NSV 1002, HIP 13847, TYC 7563-1016-1, Gaia EDR3- 5044368071870093312",02.58.15,-40.1816,3.22,57.1,293.8,https://in-the-sky.org/data/object.php?id=TYC7563-1016-1,23.042436421721458,-52.244197034225
Sulafat,"Sulafat, γ-Lyr, Gamma Lyrae, 14-Lyr, 14 Lyrae, HR 7178, HD 176437, NSV 11624, HIP 93194, TYC 2643-3346-1, Gaia EDR3- 2043823929421342848",18.58.56,32.4122,3.22,3.4,299.5,https://in-the-sky.org/data/object.php?id=TYC2643-3346-1,1.6742401043517874,-2.959209366195659
Alfirk,"Alfirk, β-Cep, Beta Cephei, 8-Cep, 8 Cephei, HR 8238, HD 205021, HIP 106032, TYC 4465-2643-1, Gaia EDR3- 2272185759996420992",21.28.39,70.3338,3.23,15.1,56.2,https://in-the-sky.org/data/object.php?id=TYC4465-2643-1,8.400063794054603,12.547865486042358
Yed Posterior,"Yed Posterior, ε-Oph, Epsilon Ophiuchi, 2-Oph, 2 Ophiuchi, HR 6075, HD 146791, HIP 79882, TYC 5042-999-1, Gaia EDR3- 4356298849169862784",16.18.19,-4.4132,3.24,93.3,64.1,https://in-the-sky.org/data/object.php?id=TYC5042-999-1,40.753606854706625,83.92874077651832
Skat,"Skat, δ-Aqr, Delta Aquarii, 76-Aqr, 76 Aquarii, HR 8709, HD 216627, NSV 14356, HIP 113136, TYC 6387-1382-1",22.54.39,-15.4914,3.27,50.9,236.8,https://in-the-sky.org/data/object.php?id=TYC6387-1382-1,-27.87096807577079,-42.59130355506116
Brachium,"σ-Lib, Sigma Librae, 20-Lib, 20 Librae, HR 5603, HD 133216, HIP 73714, TYC 6752-1455-1, Gaia EDR3- 6227443304915069056",15.04.04,-25.1655,3.28,85.0,239.9,https://in-the-sky.org/data/object.php?id=TYC6752-1455-1,-42.628412658553906,-73.53787074842487
Edasich,"Edasich, ι-Dra, Iota Draconis, 12-Dra, 12 Draconis, HR 5744, HD 137759, NSV 7077, HIP 75458, TYC 3875-1620-1, Gaia EDR3- 1614731957531452544",15.24.55,58.5758,3.3,19.1,334.7,https://in-the-sky.org/data/object.php?id=TYC3875-1620-1,17.267976698520865,-8.162535190695381
Propus,"Propus, η-Gem, Eta Geminorum, 7-Gem, 7 Geminorum, HR 2216, HD 42995, HIP 29655, TYC 1877-1716-1",06.14.52,22.3024,3.3,63.6,259.0,https://in-the-sky.org/data/object.php?id=TYC1877-1716-1,-12.135452105948238,-62.43148886727143
Megrez,"Megrez, δ-UMa, Delta Ursae Majoris, 69-UMa, 69 Ursae Majoris, HR 4660, HD 106591, NSV 5513, HIP 59774, TYC 3837-1070-1, Gaia EDR3- 1575287046603605888",12.15.25,57.0157,3.3,104.3,85.5,https://in-the-sky.org/data/object.php?id=TYC3837-1070-1,8.183283684414233,103.97847790836525
Chertan,"Chertan, θ-Leo, Theta Leonis, 70-Leo, 70 Leonis, HR 4359, HD 97633, NSV 5144, HIP 54879, TYC 1437-2847-1, Gaia EDR3- 3970052886914547712",11.14.14,15.2545,3.3,99.3,217.6,https://in-the-sky.org/data/object.php?id=TYC1437-2847-1,-78.67436158517044,-60.587414775395864
Azmidi,"ξ-Pup, Xi Puppis, 7-Pup, 7 Puppis, HR 3045, HD 63700, HIP 38170, TYC 6557-4522-1",07.49.17,-24.5135,3.32,4.9,259.5,https://in-the-sky.org/data/object.php?id=TYC6557-4522-1,-0.8929540749115241,-4.817949047063378
Alzirr,"ξ-Gem, Xi Geminorum, 31-Gem, 31 Geminorum, HR 2484, HD 48737, NSV 3193, HIP 32362, TYC 754-2356-1, Gaia EDR3- 3352485999058854912",06.45.17,12.5341,3.33,223.3,210.9,https://in-the-sky.org/data/object.php?id=TYC754-2356-1,-191.60589344808983,-114.6737615845894
Rasalgethi,"Rasalgethi, Alp Her, α¹-Her, Alpha1 Herculis, 64-Her, 64 Herculis, HR 6406, HD 156014, HIP 84345, TYC 990-2133-1",17.14.38,14.2325,3.34,36.8,348.5,https://in-the-sky.org/data/object.php?id=TYC990-2133-1,36.06122913004653,-7.336739986552862
Muscida,"Muscida, O-UMa, Omicron Ursae Majoris, 1-UMa, 1 Ursae Majoris, HR 3323, HD 71369, NSV 4093, HIP 41704, TYC 4127-2431-1, Gaia EDR3- 1041808368494264576",08.30.15,60.4303,3.36,171.6,231.1,https://in-the-sky.org/data/object.php?id=TYC4127-2431-1,-107.75846069262646,-133.54652428706513
Heze,"ζ-Vir, Zeta Virginis, 79-Vir, 79 Virginis, HR 5107, HD 118098, HIP 66249, TYC 4966-1366-1",13.34.41,-0.3545,3.38,284.7,279.9,https://in-the-sky.org/data/object.php?id=TYC4966-1366-1,48.94821484954782,-280.46062515626414
Chamukuy,"θ²-Tau, Theta2 Tauri, 78-Tau, 78 Tauri, HR 1412, HD 28319, HIP 20894, TYC 1265-1172-1",04.28.39,15.5215,3.39,111.7,103.9,https://in-the-sky.org/data/object.php?id=TYC1265-1172-1,-26.833472344710376,108.4290309922839
Mothallah,"Mothallah, α-Tri, Alpha Trianguli, 2-Tri, 2 Trianguli, HR 544, HD 11443, HIP 8796, TYC 1763-3028-1",01.53.04,29.3443,3.41,234.5,177.4,https://in-the-sky.org/data/object.php?id=TYC1763-3028-1,-234.2585986159226,10.637620716310003
Minelauva,"δ-Vir, Delta Virginis, 43-Vir, 43 Virginis, HR 4910, HD 112300, NSV 6026, HIP 63090, TYC 294-1032-1, Gaia EDR3- 3704342295607157120",12.55.35,3.235,3.41,472.8,263.5,https://in-the-sky.org/data/object.php?id=TYC294-1032-1,-53.522479469466404,-469.76077336389056
Ashlesha,"ε-Hya, Epsilon Hydrae, 11-Hya, 11 Hydrae, HR 3482, HD 74874, HIP 43109, TYC 224-1333-1",08.46.46,6.2507,3.42,232.3,259.1,https://in-the-sky.org/data/object.php?id=TYC224-1333-1,-43.926871406551726,-228.10900895938386
Homam,"Homam, ζ-Peg, Zeta Pegasi, 42-Peg, 42 Pegasi, HR 8634, HD 214923, HIP 112029, TYC 1155-2187-1",22.41.27,10.4953,3.42,78.1,98.4,https://in-the-sky.org/data/object.php?id=TYC1155-2187-1,-11.409084530724357,77.26216920440939
Adhafera,"Adhafera, ζ-Leo, Zeta Leonis, 36-Leo, 36 Leonis, HR 4031, HD 89025, NSV 4804, HIP 50335, TYC 1969-1261-1",10.16.41,23.2502,3.44,19.6,110.4,https://in-the-sky.org/data/object.php?id=TYC1969-1261-1,-6.8320121275075785,18.370726994041075
Tania Borealis,"Tania Borealis, λ-UMa, Lambda Ursae Majoris, 33-UMa, 33 Ursae Majoris, HR 4033, HD 89021, HIP 50372, TYC 3007-1286-1",10.17.05,42.5452,3.44,186.4,255.7,https://in-the-sky.org/data/object.php?id=TYC3007-1286-1,-46.040615971519394,-180.62453233424046
Achird,"η-Cas, Eta Cassiopeiae, 24-Cas, 24 Cassiopeiae, HR 219, HD 4614, HIP 3821, TYC 3663-2669-1",00.49.05,57.4859,3.46,1220.0,117.2,https://in-the-sky.org/data/object.php?id=TYC3663-2669-1,-557.659471011607,1085.0879754153827
Nganurganity,"σ-CMa, Sigma Canis Majoris, 22-CMa, 22 Canis Majoris, HR 2646, HD 52877, HIP 33856, TYC 6531-3793-1, Gaia EDR3- 5610441600394646016",07.01.43,-27.5605,3.47,7.5,310.6,https://in-the-sky.org/data/object.php?id=TYC6531-3793-1,4.8808066294938826,-5.694534805011605
Nekkar,"Nekkar, β-Boo, Beta Bootis, 42-Boo, 42 Bootis, HR 5602, HD 133208, NSV 6898, HIP 73555, TYC 3047-1258-1, Gaia EDR3- 1296713990316692096",15.01.56,40.2325,3.48,50.7,233.5,https://in-the-sky.org/data/object.php?id=TYC3047-1258-1,-30.157515288293027,-40.75554283329291
Alula Borealis,"Alula Borealis, ν-UMa, Nu Ursae Majoris, 54-UMa, 54 Ursae Majoris, HR 4377, HD 98262, HIP 55219, TYC 2520-2631-1, Gaia EDR3- 757565233820538752",11.18.28,33.0539,3.48,38.2,316.9,https://in-the-sky.org/data/object.php?id=TYC2520-2631-1,27.89219896691273,-26.101058154606545
Sadalbari,"Sadalbari, μ-Peg, Mu Pegasi, 48-Peg, 48 Pegasi, HR 8684, HD 216131, HIP 112748, TYC 2225-1821-1, Gaia EDR3- 1876510592179455744",22.50.00,24.3605,3.51,151.3,106.3,https://in-the-sky.org/data/object.php?id=TYC2225-1821-1,-42.464873059715195,145.2185406758458
Subra,"Subra, O-Leo, Omicron Leonis, 14-Leo, 14 Leonis, HR 3852, HD 83808, HIP 47508, TYC 821-2130-1, Gaia EDR3- 588551501854159744",09.41.08,9.5331,3.51,147.4,255.3,https://in-the-sky.org/data/object.php?id=TYC821-2130-1,-37.40392103180038,-142.57526675916424
Tarf,"β-Cnc, Beta Cancri, 17-Cnc, 17 Cancri, HR 3249, HD 69267, NSV 3973, HIP 40526, TYC 794-1622-1, Gaia EDR3- 3098404220680931968",08.16.30,9.1107,3.52,67.4,222.7,https://in-the-sky.org/data/object.php?id=TYC794-1622-1,-49.53324371310732,-45.70796174910795
Rana,"δ-Eri, Delta Eridani, 23-Eri, 23 Eridani, HR 1136, HD 23249, HIP 17378, TYC 5303-1320-1, Gaia EDR3- 5164120762333028736",03.43.14,-9.4536,3.53,750.2,352.8,https://in-the-sky.org/data/object.php?id=TYC5303-1320-1,744.2844489261214,-94.02499181994071
Meissa,"Meissa, λ-Ori, Lambda Orionis, 39-Ori, 39 Orionis, HR 1879, HD 36861, NSV 2240, HIP 26207, TYC 705-2400-1",05.35.08,9.5602,3.53,3.0,186.6,https://in-the-sky.org/data/object.php?id=TYC705-2400-1,-2.9801182968011894,-0.34481145147859926
Pipirima,"μ²-Sco, Mu2 Scorpii, HR 6252, HD 151985, HIP 82545, TYC 7868-1820-1, Gaia EDR3- 5971244451311982336",16.52.20,-38.0103,3.53,25.6,208.2,https://in-the-sky.org/data/object.php?id=TYC7868-1820-1,-22.561368372863804,-12.09729958064778
Ain,"Ain, ε-Tau, Epsilon Tauri, 74-Tau, 74 Tauri, HR 1409, HD 28305, HIP 20889, TYC 1273-1104-1, Gaia EDR3- 48026706558487040",04.28.37,19.1048,3.53,113.5,108.6,https://in-the-sky.org/data/object.php?id=TYC1273-1104-1,-36.20188160533094,107.57171453608797
Biham,"Biham, θ-Peg, Theta Pegasi, 26-Peg, 26 Pegasi, HR 8450, HD 210418, NSV 14057, HIP 109427, TYC 565-1999-1",22.10.11,6.1152,3.53,283.8,83.8,https://in-the-sky.org/data/object.php?id=TYC565-1999-1,30.650217149369283,282.1400435753431
Wasat,"Wasat, δ-Gem, Delta Geminorum, 55-Gem, 55 Geminorum, HR 2777, HD 56986, HIP 35550, TYC 1359-2672-1",07.20.07,21.5856,3.54,18.0,237.1,https://in-the-sky.org/data/object.php?id=TYC1359-2672-1,-9.777140099112072,-15.113157561619436
Kaffaljidhma,"γ-Cet, Gamma Ceti, 86-Cet, 86 Ceti, HR 804, HD 16970, HIP 12706, TYC 50-1721-1",02.43.18,3.141,3.57,206.6,225.0,https://in-the-sky.org/data/object.php?id=TYC50-1721-1,-146.08826099314075,-146.0882609931407
Alkaphrah,"κ-UMa, Kappa Ursae Majoris, 12-UMa, 12 Ursae Majoris, HR 3594, HD 77327, NSV 4357, HIP 44471, TYC 3424-1626-1",09.03.37,47.0923,3.58,66.2,213.2,https://in-the-sky.org/data/object.php?id=TYC3424-1626-1,-55.39379755098328,-36.24868539520681
Algedi,"Algedi, α²-Cap, Alpha2 Capricorni, 6-Cap, 6 Capricorni, HR 7754, HD 192947, HIP 100064, TYC 5749-2530-1, Gaia EDR3- 6880093650314169984",20.18.03,-12.3241,3.58,61.3,87.7,https://in-the-sky.org/data/object.php?id=TYC5749-2530-1,2.460078882245912,61.250616420515534
Nembus,"51-And, 51 Andromedae, HR 464, HD 9927, HIP 7607, TYC 3282-2271-1, Gaia EDR3- 399402894487590144",01.37.59,48.3739,3.58,128.5,150.7,https://in-the-sky.org/data/object.php?id=TYC3282-2271-1,-112.06090150752749,62.885645049726776
Ginan,"ε-Cru, Epsilon Crucis, HR 4700, HD 107446, NSV 5568, HIP 60260, TYC 8975-4125-1, Gaia EDR3- 6058271964884299520",12.21.21,-60.2402,3.58,194.3,298.2,https://in-the-sky.org/data/object.php?id=TYC8975-4125-1,91.81661361405709,-171.23726073622805
Bharani,"c-Ari, c Arietis, 41-Ari, 41 Arietis, HR 838, HD 17573, NSV 951, HIP 13209, TYC 1789-1490-1",02.49.59,27.1537,3.59,134.3,150.2,https://in-the-sky.org/data/object.php?id=TYC1789-1490-1,-116.54090038744708,66.74360296600071
Zavijava,"Zavijava, β-Vir, Beta Virginis, 5-Vir, 5 Virginis, HR 4540, HD 102870, HIP 57757, TYC 273-924-1, Gaia EDR3- 3796442680948579328",11.50.42,1.4548,3.59,788.7,110.1,https://in-the-sky.org/data/object.php?id=TYC273-924-1,-271.04440111967534,740.6636366270972
Atlas,"Atlas, 27-Tau, 27 Tauri, HR 1178, HD 23850, NSV 1345, HIP 17847, TYC 1800-2203-1, Gaia EDR3- 66526127137440128",03.49.09,24.0311,3.61,50.0,157.6,https://in-the-sky.org/data/object.php?id=TYC1800-2203-1,-46.22730168061565,19.053518817513716
Alpherg,"η-Psc, Eta Piscium, 99-Psc, 99 Piscium, HR 437, HD 9270, NSV 532, HIP 7097, TYC 1198-1597-1, Gaia EDR3- 2591891443195067264",01.31.29,15.2044,3.61,28.8,96.4,https://in-the-sky.org/data/object.php?id=TYC1198-1597-1,-3.210305247542176,28.620516071825175
Sheliak,"Sheliak, β-Lyr, Beta Lyrae, 10-Lyr, 10 Lyrae, HR 7106, HD 174638, HIP 92420, TYC 2642-2929-1, Gaia EDR3- 2090687795056051328",18.50.04,33.2145,3.63,4.2,151.0,https://in-the-sky.org/data/object.php?id=TYC2642-2929-1,-3.6734027699854623,2.036200405034616
Rotanev,"Rotanev, β-Del, Beta Delphini, 6-Del, 6 Delphini, HR 7882, HD 196524, HIP 101769, TYC 1100-1720-1",20.37.32,14.3542,3.63,127.5,112.1,https://in-the-sky.org/data/object.php?id=TYC1100-1720-1,-47.968593550269105,118.13240043615926
Nusakan,"Nusakan, β-CrB, Beta Coronae Borealis, 3-CrB, 3 Coronae Borealis, HR 5747, HD 137909, HIP 75695, TYC 2032-1605-1",15.27.49,29.062,3.64,199.6,295.5,https://in-the-sky.org/data/object.php?id=TYC2032-1605-1,85.93001492293564,-180.1560227562322
Prima Hyadum,"γ-Tau, Gamma Tauri, 54-Tau, 54 Tauri, HR 1346, HD 27371, NSV 1553, HIP 20205, TYC 1264-1009-1, Gaia EDR3- 3312052249215275904",04.19.47,15.3739,3.65,118.6,101.4,https://in-the-sky.org/data/object.php?id=TYC1264-1009-1,-23.442160568964358,116.26016131013621
Thuban,"Thuban, α-Dra, Alpha Draconis, 11-Dra, 11 Draconis, HR 5291, HD 123299, NSV 6546, HIP 68756, TYC 4174-1262-1",14.04.23,64.2232,3.65,58.9,287.0,https://in-the-sky.org/data/object.php?id=TYC4174-1262-1,17.220693408169193,-56.326350126222785
Fulu,"ζ-Cas, Zeta Cassiopeiae, 17-Cas, 17 Cassiopeiae, HR 153, HD 3360, NSV 225, HIP 2920, TYC 3654-2132-1, Gaia EDR3- 418001477279154304",00.36.58,53.5348,3.68,19.9,118.6,https://in-the-sky.org/data/object.php?id=TYC3654-2132-1,-9.525967973018075,17.47186121101681
Nashira,"Nashira, γ-Cap, Gamma Capricorni, 40-Cap, 40 Capricorni, HR 8278, HD 206088, HIP 106985, TYC 6362-1078-1",21.40.05,-16.3944,3.68,188.9,96.8,https://in-the-sky.org/data/object.php?id=TYC6362-1078-1,-22.366509613098007,187.57118448132482
Taiyangshou,"χ-UMa, Chi Ursae Majoris, 63-UMa, 63 Ursae Majoris, HR 4518, HD 102224, NSV 5319, HIP 57399, TYC 3452-2140-1, Gaia EDR3- 786420645182229504",11.46.02,47.4646,3.69,141.2,281.7,https://in-the-sky.org/data/object.php?id=TYC3452-2140-1,28.6335661043395,-138.26626085979333
Electra,"Electra, 17-Tau, 17 Tauri, HR 1142, HD 23302, HIP 17499, TYC 1799-1441-1, Gaia EDR3- 65271996684817280",03.44.52,24.0647,3.71,50.5,156.0,https://in-the-sky.org/data/object.php?id=TYC1799-1441-1,-46.13404561095134,20.54020047532792
Alshain,"Alshain, β-Aql, Beta Aquilae, 60-Aql, 60 Aquilae, HR 7602, HD 188512, NSV 12557, HIP 98036, TYC 493-3355-1, Gaia EDR3- 4296708789290712064",19.55.18,6.2416,3.72,483.2,174.5,https://in-the-sky.org/data/object.php?id=TYC493-3355-1,-480.9754430510208,46.31266761777219
Ran,"Ran, ε-Eri, Epsilon Eridani, 18-Eri, 18 Eridani, HR 1084, HD 22049, HIP 16537, TYC 5296-1533-1",03.32.55,-9.2729,3.72,975.4,271.1,https://in-the-sky.org/data/object.php?id=TYC5296-1533-1,18.72518531665769,-975.2202456034518
Grumium,"Grumium, ξ-Dra, Xi Draconis, 32-Dra, 32 Draconis, HR 6688, HD 163588, HIP 87585, TYC 3910-1710-1, Gaia EDR3- 1421593566062037120",17.53.31,56.5222,3.73,122.5,49.9,https://in-the-sky.org/data/object.php?id=TYC3910-1710-1,78.90514464576984,93.70287161250789
Baten Kaitos,"Baten Kaitos, ζ-Cet, Zeta Ceti, 55-Cet, 55 Ceti, HR 539, HD 11353, NSV 638, HIP 8645, TYC 5278-2437-1",01.51.27,-10.2006,3.73,55.2,132.4,https://in-the-sky.org/data/object.php?id=TYC5278-2437-1,-37.221491794621535,40.762734802548785
Albali,"Albali, ε-Aqr, Epsilon Aquarii, 2-Aqr, 2 Aquarii, HR 7950, HD 198001, HIP 102618, TYC 5760-1997-1, Gaia EDR3- 6903096911032851584",20.47.40,-9.2945,3.76,48.7,135.8,https://in-the-sky.org/data/object.php?id=TYC5760-1997-1,-34.91354659257852,33.95194050901728
Secunda Hyadum,"δ-Tau, Delta Tauri, 61-Tau, 61 Tauri, HR 1373, HD 27697, NSV 1582, HIP 20455, TYC 1268-1267-1, Gaia EDR3- 3314024566919613952",04.22.56,17.3232,3.76,109.8,104.6,https://in-the-sky.org/data/object.php?id=TYC1268-1267-1,-27.67721553509386,106.25446691892044
Miram,"η-Per, Eta Persei, 15-Per, 15 Persei, HR 834, HD 17506, HIP 13268, TYC 3704-1332-1, Gaia EDR3- 454491381981202944",02.50.41,55.5343,3.76,21.2,129.6,https://in-the-sky.org/data/object.php?id=TYC3704-1332-1,-13.513388582672222,16.334880746846732
Saclateni,"ζ-Aur, Zeta Aurigae, 8-Aur, 8 Aurigae, HR 1612, HD 32068, HIP 23453, TYC 2899-2236-1",05.02.28,41.0433,3.77,22.8,155.5,https://in-the-sky.org/data/object.php?id=TYC2899-2236-1,-20.747116975985183,9.455005932562253
Sualocin,"Sualocin, α-Del, Alpha Delphini, 9-Del, 9 Delphini, HR 7906, HD 196867, NSV 13207, HIP 101958, TYC 1633-2442-1",20.39.38,15.5443,3.78,54.5,81.1,https://in-the-sky.org/data/object.php?id=TYC1633-2442-1,8.43171605332102,53.843812684431704
Misam,"κ-Per, Kappa Persei, 27-Per, 27 Persei, HR 941, HD 19476, NSV 1055, HIP 14668, TYC 2859-2274-1",03.09.29,44.5127,3.79,224.7,129.7,https://in-the-sky.org/data/object.php?id=TYC2859-2274-1,-143.53112859575478,172.88408001903733
Praecipua,"46-LMi, 46 Leonis Minoris, HR 4247, HD 94264, NSV 4999, HIP 53229, TYC 2521-2271-1",10.53.18,34.1253,3.79,300.3,162.2,https://in-the-sky.org/data/object.php?id=TYC2521-2271-1,-285.92445664046426,91.80030008042073
Theemin,"υ²-Eri, Upsilon2 Eridani, 52-Eri, 52 Eridani, HR 1464, HD 29291, HIP 21393, TYC 7038-1509-1, Gaia EDR3- 4878631812268014464",04.35.32,-30.3344,3.81,51.0,255.8,https://in-the-sky.org/data/object.php?id=TYC7038-1509-1,-12.510676679818925,-49.44171284465208
Giausar,"λ-Dra, Lambda Draconis, 1-Dra, 1 Draconis, HR 4434, HD 100029, NSV 5231, HIP 56211, TYC 4392-1805-1, Gaia EDR3- 1061909811871141504",11.31.24,69.1951,3.81,45.3,245.4,https://in-the-sky.org/data/object.php?id=TYC4392-1805-1,-18.857519889396176,-41.1883957398322
Polis,"μ-Sgr, Mu Sagittarii, 13-Sgr, 13 Sagittarii, HR 6812, HD 166937, HIP 89341, TYC 6276-3093-1, Gaia EDR3- 4093933487636355968",18.13.45,-21.0331,3.84,0.6,148.0,https://in-the-sky.org/data/object.php?id=TYC6276-3093-1,-0.5088288576938556,0.3179515585399229
Sadachbia,"Sadachbia, γ-Aqr, Gamma Aquarii, 48-Aqr, 48 Aquarii, HR 8518, HD 212061, NSV 14132, HIP 110395, TYC 5226-1606-1",22.21.39,-1.2314,3.85,129.8,86.6,https://in-the-sky.org/data/object.php?id=TYC5226-1606-1,7.697967290159838,129.57152966450474
Iklil,"ρ-Sco, Rho Scorpii, 5-Sco, 5 Scorpii, HR 5928, HD 142669, HIP 78104, TYC 6791-2509-1, Gaia EDR3- 6041076668127513984",15.56.53,-29.1251,3.85,29.1,215.7,https://in-the-sky.org/data/object.php?id=TYC6791-2509-1,-23.631630632551566,-16.981049250463013
Maia,"Maia, 20-Tau, 20 Tauri, HR 1149, HD 23408, NSV 1279, HIP 17573, TYC 1799-1439-1, Gaia EDR3- 65283232316451328",03.45.49,24.2203,3.86,49.5,156.8,https://in-the-sky.org/data/object.php?id=TYC1799-1439-1,-45.49719929313411,19.50012452475207
